Title,Price,Size,Rooms,Postcode,URL
**Ab sofort** Sonnige 3-Zimmer Wohnung mit Dachterrasse in der Volksfeststrasse 34 - Top 13,118487,77,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/-ab-sofort-sonnige-3-zimmer-wohnung-mit-dachterrasse-in-der-volksfeststrasse-34-top-13-826143043/
Schöne 1-Zimmer Wohnung in Ruhelage,51372,29,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-1-zimmer-wohnung-in-ruhelage-1400244003/
anker. punkt | 2-Zimmer-Wohnung mit Loggia direkt an der Donau!,129314,62,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/anker-punkt-2-zimmer-wohnung-mit-loggia-direkt-an-der-donau-2019702369/
"Schöne 4 Raum Wohnung in zentraler Lage beim Bulgariplatz, ca. 91m²",1045,91,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-4-raum-wohnung-in-zentraler-lage-beim-bulgariplatz-ca-91m-2050097174/
"Wunderschöne 4 Raum Wohnung in zentraler Lage beim Bulgariplatz, ca. 96m²",1190,96,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wunderschoene-4-raum-wohnung-in-zentraler-lage-beim-bulgariplatz-ca-96m-1013112153/
El Sueno | inkl. Küche und Freiparkplätze,1248,83,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/el-sueno-inkl-kueche-und-freiparkplaetze-1180947426/
Studenten aufgepasst: Gemütliche geförderte 1-Zimmer-Wohnungen in zentraler Lage verfügbar!,27375,24,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/studenten-aufgepasst-gemuetliche-gefoerderte-1-zimmer-wohnungen-in-zentraler-lage-verfuegbar-1965510693/
Modernes Wohnen - 2 Zimmer Wohnung mit Balkon in der Raimundstraße 26 - Top B10 zu vermieten,85403,67,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/modernes-wohnen-2-zimmer-wohnung-mit-balkon-in-der-raimundstrasse-26-top-b10-zu-vermieten-1537499790/
3-Zimmer-Wohnung in Linz,72205,70,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-wohnung-in-linz-1033096722/
PALAIS SONNENSTEIN - SCHÖNE 2-ZIMMER WOHNUNG im 3. OG,72754,34,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/palais-sonnenstein-schoene-2-zimmer-wohnung-im-3-og-1702769862/
Ideale 2-Zimmer Wohnung in der Bischofstraße 3,72132,44,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ideale-2-zimmer-wohnung-in-der-bischofstrasse-3-1885937036/
Mitten in Urfahr - 31 m² Kleinwohnung,49797,31,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/mitten-in-urfahr-31-m-kleinwohnung-2131982862/
Traumhaftes 2-Zimmer-Penthouse mit großer Terrasse,144430,69,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/traumhaftes-2-zimmer-penthouse-mit-grosser-terrasse-1571655477/
**AB SOFORT** Exklusive 3-Zimmer Dachgeschoss-Wohnung mit 2 Terrassen - Bismarckstraße 16 - Top 20,114676,78,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/-ab-sofort-exklusive-3-zimmer-dachgeschoss-wohnung-mit-2-terrassen-bismarckstrasse-16-top-20-908176667/
Wohnen mit einzigartigem Blick auf Linz!,1165,75,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-mit-einzigartigem-blick-auf-linz-1897197608/
Ideale 3-Zimmer Wohnung mit Traumblick in der Bischofstraße,110630,74,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ideale-3-zimmer-wohnung-mit-traumblick-in-der-bischofstrasse-1326959561/
"Pillweinstraße, sonnige und ruhig gelegene Dachgeschosswohnung mit 76 m2 plus Terrasse im 4.OG mit Lift",99956,76,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/pillweinstrasse-sonnige-und-ruhig-gelegene-dachgeschosswohnung-mit-76-m2-plus-terrasse-im-4-og-mit-lift-1148221337/
"Helle 2-Zimmer-Wohnung mit Grünblick, großem Küchenbereich & Abstellraum",878,59,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-2-zimmer-wohnung-mit-gruenblick-grossem-kuechenbereich-abstellraum-2130136288/
3 Zimmer Maisonette Wohnung,120009,77,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-maisonette-wohnung-971009564/
Ungewöhnliche teil-möblierte 3-Zimmer-Wohnung - provisionsfrei,1280,92,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ungewoehnliche-teil-moeblierte-3-zimmer-wohnung-provisionsfrei-1192705256/
Stylische Altbauwohnung in zentraler Linzer Lage mit Gartenanteil,980,96,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stylische-altbauwohnung-in-zentraler-linzer-lage-mit-gartenanteil-1181311647/
SONNIGE Stadtwohnung zu VERMIETEN! ERSTBEZUG nach SANIERUNG!,63241,38,1.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/sonnige-stadtwohnung-zu-vermieten-erstbezug-nach-sanierung-866560226/
"Ruhige, zentrale 2 Zimmerwohnung mit Loggia und Top-Aussicht",780,68,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/ruhige-zentrale-2-zimmerwohnung-mit-loggia-und-top-aussicht-1482707881/
Penthouse nähe Landstraße,793,38,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/penthouse-naehe-landstrasse-995406327/
Preiswerte und sanierte Wohnung mit Parkplatz!,79750,70,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/preiswerte-und-sanierte-wohnung-mit-parkplatz-1315585424/
Erstbezug nach Sanierung - stilvolle 2-Zimmer-Wohnung mit Blick ins Grüne & kostenloser Parkmöglichkeit in Linz!,889,59,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstbezug-nach-sanierung-stilvolle-2-zimmer-wohnung-mit-blick-ins-gruene-kostenloser-parkmoeglichkeit-in-linz-1070569554/
Charmante Altbau Wohnung - 51m2,76220,52,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/charmante-altbau-wohnung-51m2-887909254/
"Linz Brucknerstraße 33 - generalsanierte 2-Zimmerwohnung, 47 m2 WNFL und neue Küche!",630,47,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-brucknerstrasse-33-generalsanierte-2-zimmerwohnung-47-m2-wnfl-und-neue-kueche-915651890/
"Froschberg, Dachgeschosswohnung mit Gartenmitbenützung zu vermieten",1950,100,5.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/froschberg-dachgeschosswohnung-mit-gartenmitbenuetzung-zu-vermieten-1036285511/
Geräumige 3-Zimmer Wohnung in ruhiger Lage am Auberg,1350,104,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/geraeumige-3-zimmer-wohnung-in-ruhiger-lage-am-auberg-1613837655/
Schöne Wohnung am Froschberg zu vermieten,1270,71,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-wohnung-am-froschberg-zu-vermieten-1552339308/
Zu Vermieten- 2 Zimmer Wohnung in sehr guter Lage!,570,33,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zu-vermieten-2-zimmer-wohnung-in-sehr-guter-lage-1116479930/
Schöne Wohnküche mit Blick auf den Pfenningberg,149113,124,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-wohnkueche-mit-blick-auf-den-pfenningberg-1202795111/
3 ZI-NEUBAUWOHNUNG MIT GROSSER LOGGIA & LÖFFELFERTIGER AUSSTATTUNG IN BESTER ZENTRUMSLAGE VON LINZ,1650,70,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zi-neubauwohnung-mit-grosser-loggia-loeffelfertiger-ausstattung-in-bester-zentrumslage-von-linz-1383866776/
2-Raum-Wohnung in Linz Zentrum - Nähe Südbahnhofmarkt,65349,63,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-raum-wohnung-in-linz-zentrum-naehe-suedbahnhofmarkt-1991037555/
2 Zimmer Wohnung mit großer Loggia,79980,52,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohnung-mit-grosser-loggia-942036948/
Helle renovierte Dachgeschosswohnung mit 3 separaten Zimmer,1195,90,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-renovierte-dachgeschosswohnung-mit-3-separaten-zimmer-1123907442/
"Pöstlingberg, Wohnung mit eigenem Garten und eigenem Zugang",1082,72,3.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/poestlingberg-wohnung-mit-eigenem-garten-und-eigenem-zugang-2063802515/
3-Zimmer Wohnung mit einzigartigem Blick auf Linz!,1249,70,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-wohnung-mit-einzigartigem-blick-auf-linz-1033901714/
2-Zimmer Wohntraum mit einzigartigem Blick auf Linz!,1120,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohntraum-mit-einzigartigem-blick-auf-linz-1567928528/
Wohnen mit einzigartigem Blick auf Linz!,1025,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-mit-einzigartigem-blick-auf-linz-923027561/
Wohnen mit einzigartigem Blick auf Linz!,998,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-mit-einzigartigem-blick-auf-linz-1973672862/
Zentral & Komfortabel - Wohnung mit Top-Anbindung nahe Linzer Landstraße,73244,56,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentral-komfortabel-wohnung-mit-top-anbindung-nahe-linzer-landstrasse-1194590562/
Wohnung nächst Andreas-Hofer-Park,79891,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnung-naechst-andreas-hofer-park-925033268/
Moderne 2-Zimmer Wohnung mit Balkon in der Raimundstraße 24-26 / Top C7,92450,61,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderne-2-zimmer-wohnung-mit-balkon-in-der-raimundstrasse-24-26-top-c7-1517590576/
Moderne 2-Zimmer Wohnung in der Raimundstraße 26,990,84,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/moderne-2-zimmer-wohnung-in-der-raimundstrasse-26-837981910/
Gemütliche 3-Zimmer-Wohnung im Erdgeschoss - Linz/Bindermichl - Hervorragende Infrastruktur und viele Freizeitmöglichkeiten! Ab November beziehbar!,58332,50,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gemuetliche-3-zimmer-wohnung-im-erdgeschoss-linz-bindermichl-hervorragende-infrastruktur-und-viele-freizeitmoeglichkeiten-ab-november-beziehbar-1629623050/
Gemütliche 3-Raum-Wohnung in grüner Ruhelage sorgt für puren Wohngenuss! - Parkplatz im freien und ausgewählte Nachbarschaft inklusive!,74390,73,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gemuetliche-3-raum-wohnung-in-gruener-ruhelage-sorgt-fuer-puren-wohngenuss-parkplatz-im-freien-und-ausgewaehlte-nachbarschaft-inklusive-888583222/
Erstklassige Anbindung- modern und ruhig,795,55,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/erstklassige-anbindung-modern-und-ruhig-2100517359/
Wohnung inkl. Balkon und Garten,1000,78,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnung-inkl-balkon-und-garten-1540111308/
"Linz-Ebelsberg, Schöne 2-Zimmer-Wohnung",64160,44,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/linz-ebelsberg-schoene-2-zimmer-wohnung-922752939/
Top Wohnung im Zentrum von Linz,149088,97,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/top-wohnung-im-zentrum-von-linz-804432844/
Nana,120197,88,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/nana-893966796/
Schöne 3-Raum-Wohnung in Linz Zentrum - Lastenstraße,92483,81,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schoene-3-raum-wohnung-in-linz-zentrum-lastenstrasse-804911076/
Zentral. Kompakt. Modern. | Mitten in Linz - mitten im Geschehen | 38m² Kompaktwohnung im 3. OG mit Lift | 2m² Loggia,79034,38,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentral-kompakt-modern-mitten-in-linz-mitten-im-geschehen-38m-kompaktwohnung-im-3-og-mit-lift-2m-loggia-980070446/
Großzügige 2-Zimmer-Wohnung zum wohlfühlen mit herrlicher Loggia ins Grüne!,70764,68,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-2-zimmer-wohnung-zum-wohlfuehlen-mit-herrlicher-loggia-ins-gruene-1862963371/
Wohnen im Lentia! Zweizimmerwohnung mit Balkon!,620,43,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/wohnen-im-lentia-zweizimmerwohnung-mit-balkon-1270822929/
Kompakte 2-Zimmer-Wohnung mit Balkon - verfügbar ab Jänner 2026,759,46,2.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/kompakte-2-zimmer-wohnung-mit-balkon-verfuegbar-ab-jaenner-2026-1060467446/
Hochwertige 3-Zimmer-Wohnung mit Loggia - verfügbar ab Februar 2026,126940,69,3.0,2026,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/hochwertige-3-zimmer-wohnung-mit-loggia-verfuegbar-ab-februar-2026-1495215552/
Zentrale 3-Zimmer-Wohnung an der Linzer Landstraße zu vermieten!,149088,97,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/zentrale-3-zimmer-wohnung-an-der-linzer-landstrasse-zu-vermieten-1097301781/
Exklusiv und Zentral - Moderne 3-Zimmer-Wohnung in Linz!,125976,75,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/exklusiv-und-zentral-moderne-3-zimmer-wohnung-in-linz-1741746282/
2-Zimmer Wohnung Nähe Musiktheater,1070,67,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/2-zimmer-wohnung-naehe-musiktheater-1597333079/
Stadtliebhaber aufgepasst: zentrales Wohnen mit Top-Infrastruktur in naturnahem Umfeld - Loggia mit herrlichem Ausblick!,79951,66,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/stadtliebhaber-aufgepasst-zentrales-wohnen-mit-top-infrastruktur-in-naturnahem-umfeld-loggia-mit-herrlichem-ausblick-933737569/
Provisionsfrei für den MIETER! LENAUTERRASSEN - NEUBAU,1025,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/provisionsfrei-fuer-den-mieter-lenauterrassen-neubau-2086241076/
Provisionsfrei für den Mieter! 2-Zimmer-Wohnung mit Loggia und Badewanne in den Lenauterrassen zu vermieten!!,102501,57,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/provisionsfrei-fuer-den-mieter-2-zimmer-wohnung-mit-loggia-und-badewanne-in-den-lenauterrassen-zu-vermieten-1367170206/
Großzügige helle & ruhige DG 4 Zimmer Wohnung im Domviertel,1850,130,4.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/grosszuegige-helle-ruhige-dg-4-zimmer-wohnung-im-domviertel-1885581619/
3-Zimmer-Stadtwohnung an der Landstraße (unmöbliert),149088,97,3.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/3-zimmer-stadtwohnung-an-der-landstrasse-unmoebliert-1989232039/
Geförderte 2-Raumwohnung in Linz mit Aufzug zu vermieten!,37758,37,2.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/gefoerderte-2-raumwohnung-in-linz-mit-aufzug-zu-vermieten-893026493/
Helle Wohnung in Uni-Nähe,950,59,2.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/helle-wohnung-in-uni-naehe-1393216810/
Kurzzeitmiete ab 1 bis max. 6 Monate - voll ausgestattete Wohnung im Herzen von Linz Urfahr,1050,31,1.0,4040,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/kurzzeitmiete-ab-1-bis-max-6-monate-voll-ausgestattete-wohnung-im-herzen-von-linz-urfahr-925695045/
"Schillerstraße 55: Hübsche, sonnige Wohnung mit ablösefreier Küche, 64,58m2 WNFL, 3.Stock, Gemeinschaftsgarten!, Nähe Südbahnhofmarkt!",720,65,2.0,4020,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/schillerstrasse-55-huebsche-sonnige-wohnung-mit-abloesefreier-kueche-64-58m2-wnfl-3-stock-gemeinschaftsgarten-naehe-suedbahnhofmarkt-1977124954/
Neu renovierte 3-Zimmer-Wohnung mit Balkon in ruhiger Grünlage von Linz-Ebelsberg,950,75,3.0,4030,https://www.willhaben.at/iad/immobilien/d/mietwohnungen/oberoesterreich/linz/neu-renovierte-3-zimmer-wohnung-mit-balkon-in-ruhiger-gruenlage-von-linz-ebelsberg-1999790574/
